Interview_ID,Candidate_ID,Requisition_ID,Stage_Name,Interviewer_ID,Interviewer_Role,Scheduled_Date,Feedback_Submitted_Date,Turnaround_Hours,SLA_Met,BARS_Score_1,BARS_Score_2,BARS_Score_3,BARS_Score_4,Mean_BARS_Score,Notes_Summary
INT-2026-1770,CAND-2026-3418,REQ-2026-SCM-G2,Structured Interview A,APD-INT-030,Hiring Manager,2026-03-06,2026-03-07,20.0,Yes,4.6,4.7,4.8,4.4,4.63,Behavioral evidence mapped to published BARS anchors
INT-2026-1771,CAND-2026-3418,REQ-2026-SCM-G2,Structured Interview B,APD-INT-031,Cross-functional Panelist,2026-03-08,2026-03-10,31.0,Yes,4.6,4.7,4.8,4.4,4.63,Independent follow-up evidence locked before panel release
INT-2026-1772,CAND-2026-3418,REQ-2026-SCM-G2,Calibration Review,APD-INT-032,Talent Acquisition Partner,2026-03-10,2026-03-12,42.0,Yes,4.6,4.7,4.8,4.4,4.63,Composite and decision evidence reviewed in calibration
INT-2026-1773,CAND-2026-3419,REQ-2026-SCM-G2,Work Sample Review,APD-INT-033,Technical Assessor,2026-02-26,2026-02-27,16.0,Yes,4.6,4.7,4.8,4.4,4.63,Work sample evidence recorded against the controlled scoring key
INT-2026-1774,CAND-2026-3419,REQ-2026-SCM-G2,Structured Interview A,APD-INT-034,Hiring Manager,2026-02-28,2026-03-02,27.0,Yes,4.6,4.7,4.8,4.4,4.63,Behavioral evidence mapped to published BARS anchors
INT-2026-1775,CAND-2026-3419,REQ-2026-SCM-G2,Structured Interview B,APD-INT-035,Cross-functional Panelist,2026-03-02,2026-03-04,38.0,Yes,4.6,4.7,4.8,4.4,4.63,Independent follow-up evidence locked before panel release
INT-2026-1776,CAND-2026-3419,REQ-2026-SCM-G2,Calibration Review,APD-INT-036,Talent Acquisition Partner,2026-03-04,2026-03-05,12.0,Yes,4.6,4.7,4.8,4.4,4.63,Composite and decision evidence reviewed in calibration
INT-2026-1777,CAND-2026-3420,REQ-2026-SCM-G2,Work Sample Review,APD-INT-037,Technical Assessor,2026-03-05,2026-03-06,23.0,Yes,4.7,4.8,4.4,4.5,4.60,Work sample evidence recorded against the controlled scoring key
INT-2026-1778,CAND-2026-3420,REQ-2026-SCM-G2,Structured Interview A,APD-INT-038,Hiring Manager,2026-03-07,2026-03-09,34.0,Yes,4.7,4.8,4.4,4.5,4.60,Behavioral evidence mapped to published BARS anchors
INT-2026-1779,CAND-2026-3420,REQ-2026-SCM-G2,Structured Interview B,APD-INT-039,Cross-functional Panelist,2026-03-09,2026-03-11,45.0,Yes,4.7,4.8,4.4,4.5,4.60,Independent follow-up evidence locked before panel release
INT-2026-1780,CAND-2026-3420,REQ-2026-SCM-G2,Calibration Review,APD-INT-040,Talent Acquisition Partner,2026-03-11,2026-03-12,19.0,Yes,4.7,4.8,4.4,4.5,4.60,Composite and decision evidence reviewed in calibration
INT-2026-1781,CAND-2026-3421,REQ-2026-SCM-G2,Work Sample Review,APD-INT-041,Technical Assessor,2026-02-27,2026-03-01,30.0,Yes,4.7,4.8,4.4,4.5,4.60,Work sample evidence recorded against the controlled scoring key
INT-2026-1782,CAND-2026-3421,REQ-2026-SCM-G2,Structured Interview A,APD-INT-042,Hiring Manager,2026-03-01,2026-03-03,41.0,Yes,4.7,4.8,4.4,4.5,4.60,Behavioral evidence mapped to published BARS anchors
INT-2026-1783,CAND-2026-3421,REQ-2026-SCM-G2,Structured Interview B,APD-INT-043,Cross-functional Panelist,2026-03-03,2026-03-04,15.0,Yes,4.7,4.8,4.4,4.5,4.60,Independent follow-up evidence locked before panel release
INT-2026-1784,CAND-2026-3421,REQ-2026-SCM-G2,Calibration Review,APD-INT-044,Talent Acquisition Partner,2026-03-05,2026-03-08,57.0,No,4.7,4.8,4.4,4.5,4.60,Composite and decision evidence reviewed in calibration
INT-2026-1785,CAND-2026-3422,REQ-2026-SCM-G2,Work Sample Review,APD-INT-045,Technical Assessor,2026-03-06,2026-03-09,64.0,No,4.8,4.4,4.5,4.6,4.58,Work sample evidence recorded against the controlled scoring key
INT-2026-1786,CAND-2026-3422,REQ-2026-SCM-G2,Structured Interview A,APD-INT-046,Hiring Manager,2026-03-08,2026-03-11,71.0,No,4.8,4.4,4.5,4.6,4.58,Behavioral evidence mapped to published BARS anchors
INT-2026-1787,CAND-2026-3422,REQ-2026-SCM-G2,Structured Interview B,APD-INT-047,Cross-functional Panelist,2026-03-10,2026-03-13,54.0,No,4.8,4.4,4.5,4.6,4.58,Independent follow-up evidence locked before panel release
INT-2026-1788,CAND-2026-3422,REQ-2026-SCM-G2,Calibration Review,APD-INT-048,Talent Acquisition Partner,2026-03-12,2026-03-15,61.0,No,4.8,4.4,4.5,4.6,4.58,Composite and decision evidence reviewed in calibration
INT-2026-1789,CAND-2026-3423,REQ-2026-SCM-G2,Work Sample Review,APD-INT-049,Technical Assessor,2026-02-28,2026-03-02,44.0,Yes,4.4,4.5,4.6,4.7,4.55,Work sample evidence recorded against the controlled scoring key
INT-2026-1790,CAND-2026-3423,REQ-2026-SCM-G2,Structured Interview A,APD-INT-050,Hiring Manager,2026-03-02,2026-03-03,18.0,Yes,4.4,4.5,4.6,4.7,4.55,Behavioral evidence mapped to published BARS anchors
INT-2026-1791,CAND-2026-3423,REQ-2026-SCM-G2,Structured Interview B,APD-INT-051,Cross-functional Panelist,2026-03-04,2026-03-06,29.0,Yes,4.4,4.5,4.6,4.7,4.55,Independent follow-up evidence locked before panel release
INT-2026-1792,CAND-2026-3423,REQ-2026-SCM-G2,Calibration Review,APD-INT-052,Talent Acquisition Partner,2026-03-06,2026-03-08,40.0,Yes,4.4,4.5,4.6,4.7,4.55,Composite and decision evidence reviewed in calibration
INT-2026-1793,CAND-2026-3424,REQ-2026-SCM-G2,Work Sample Review,APD-INT-053,Technical Assessor,2026-03-07,2026-03-08,14.0,Yes,4.8,4.4,4.5,4.6,4.58,Work sample evidence recorded against the controlled scoring key
INT-2026-1794,CAND-2026-3424,REQ-2026-SCM-G2,Structured Interview A,APD-INT-054,Hiring Manager,2026-03-09,2026-03-11,25.0,Yes,4.8,4.4,4.5,4.6,4.58,Behavioral evidence mapped to published BARS anchors
INT-2026-1795,CAND-2026-3424,REQ-2026-SCM-G2,Structured Interview B,APD-INT-055,Cross-functional Panelist,2026-03-11,2026-03-13,36.0,Yes,4.8,4.4,4.5,4.6,4.58,Independent follow-up evidence locked before panel release
INT-2026-1796,CAND-2026-3424,REQ-2026-SCM-G2,Calibration Review,APD-INT-056,Talent Acquisition Partner,2026-03-13,2026-03-15,47.0,Yes,4.8,4.4,4.5,4.6,4.58,Composite and decision evidence reviewed in calibration
INT-2026-1797,CAND-2026-3425,REQ-2026-SCM-G2,Work Sample Review,APD-INT-057,Technical Assessor,2026-03-01,2026-03-02,21.0,Yes,4.4,4.5,4.6,4.7,4.55,Work sample evidence recorded against the controlled scoring key
INT-2026-1798,CAND-2026-3425,REQ-2026-SCM-G2,Structured Interview A,APD-INT-058,Hiring Manager,2026-03-03,2026-03-05,32.0,Yes,4.4,4.5,4.6,4.7,4.55,Behavioral evidence mapped to published BARS anchors
INT-2026-1799,CAND-2026-3425,REQ-2026-SCM-G2,Structured Interview B,APD-INT-059,Cross-functional Panelist,2026-03-05,2026-03-07,43.0,Yes,4.4,4.5,4.6,4.7,4.55,Independent follow-up evidence locked before panel release
INT-2026-1800,CAND-2026-3425,REQ-2026-SCM-G2,Calibration Review,APD-INT-060,Talent Acquisition Partner,2026-03-07,2026-03-08,17.0,Yes,4.4,4.5,4.6,4.7,4.55,Composite and decision evidence reviewed in calibration
INT-2026-1801,CAND-2026-3426,REQ-2026-SCM-G2,Work Sample Review,APD-INT-001,Technical Assessor,2026-02-23,2026-02-25,28.0,Yes,4.0,3.4,3.4,4.1,3.73,Work sample evidence recorded against the controlled scoring key
INT-2026-1802,CAND-2026-3426,REQ-2026-SCM-G2,Structured Interview A,APD-INT-002,Hiring Manager,2026-02-25,2026-02-27,39.0,Yes,4.0,3.4,3.4,4.1,3.73,Behavioral evidence mapped to published BARS anchors
INT-2026-1803,CAND-2026-3426,REQ-2026-SCM-G2,Structured Interview B,APD-INT-003,Cross-functional Panelist,2026-02-27,2026-02-28,13.0,Yes,4.0,3.4,3.4,4.1,3.73,Independent follow-up evidence locked before panel release
INT-2026-1804,CAND-2026-3426,REQ-2026-SCM-G2,Calibration Review,APD-INT-004,Talent Acquisition Partner,2026-03-01,2026-03-02,24.0,Yes,4.0,3.4,3.4,4.1,3.73,Composite and decision evidence reviewed in calibration
INT-2026-1805,CAND-2026-3427,REQ-2026-SCM-G2,Work Sample Review,APD-INT-005,Technical Assessor,2026-03-02,2026-03-04,35.0,Yes,3.3,3.9,4.1,3.2,3.63,Work sample evidence recorded against the controlled scoring key
INT-2026-1806,CAND-2026-3427,REQ-2026-SCM-G2,Structured Interview A,APD-INT-006,Hiring Manager,2026-03-04,2026-03-06,46.0,Yes,3.3,3.9,4.1,3.2,3.63,Behavioral evidence mapped to published BARS anchors
INT-2026-1807,CAND-2026-3427,REQ-2026-SCM-G2,Structured Interview B,APD-INT-007,Cross-functional Panelist,2026-03-06,2026-03-07,20.0,Yes,3.3,3.9,4.1,3.2,3.63,Independent follow-up evidence locked before panel release
INT-2026-1808,CAND-2026-3427,REQ-2026-SCM-G2,Calibration Review,APD-INT-008,Talent Acquisition Partner,2026-03-08,2026-03-10,31.0,Yes,3.3,3.9,4.1,3.2,3.63,Composite and decision evidence reviewed in calibration
INT-2026-1809,CAND-2026-3428,REQ-2026-SCM-G2,Work Sample Review,APD-INT-009,Technical Assessor,2026-02-24,2026-02-26,42.0,Yes,3.6,3.3,3.8,3.4,3.53,Work sample evidence recorded against the controlled scoring key
INT-2026-1810,CAND-2026-3428,REQ-2026-SCM-G2,Structured Interview A,APD-INT-010,Hiring Manager,2026-02-26,2026-02-27,16.0,Yes,3.6,3.3,3.8,3.4,3.53,Behavioral evidence mapped to published BARS anchors
INT-2026-1811,CAND-2026-3428,REQ-2026-SCM-G2,Structured Interview B,APD-INT-011,Cross-functional Panelist,2026-02-28,2026-03-02,27.0,Yes,3.6,3.3,3.8,3.4,3.53,Independent follow-up evidence locked before panel release
INT-2026-1812,CAND-2026-3428,REQ-2026-SCM-G2,Calibration Review,APD-INT-012,Talent Acquisition Partner,2026-03-02,2026-03-04,38.0,Yes,3.6,3.3,3.8,3.4,3.53,Composite and decision evidence reviewed in calibration
INT-2026-1813,CAND-2026-3429,REQ-2026-SCM-G2,Work Sample Review,APD-INT-013,Technical Assessor,2026-03-03,2026-03-04,12.0,Yes,3.9,3.8,3.5,3.6,3.70,Work sample evidence recorded against the controlled scoring key
INT-2026-1814,CAND-2026-3429,REQ-2026-SCM-G2,Structured Interview A,APD-INT-014,Hiring Manager,2026-03-05,2026-03-06,23.0,Yes,3.9,3.8,3.5,3.6,3.70,Behavioral evidence mapped to published BARS anchors
INT-2026-1815,CAND-2026-3429,REQ-2026-SCM-G2,Structured Interview B,APD-INT-015,Cross-functional Panelist,2026-03-07,2026-03-09,34.0,Yes,3.9,3.8,3.5,3.6,3.70,Independent follow-up evidence locked before panel release
INT-2026-1816,CAND-2026-3429,REQ-2026-SCM-G2,Calibration Review,APD-INT-016,Talent Acquisition Partner,2026-03-09,2026-03-11,45.0,Yes,3.9,3.8,3.5,3.6,3.70,Composite and decision evidence reviewed in calibration
INT-2026-1817,CAND-2026-3430,REQ-2026-SCM-G2,Work Sample Review,APD-INT-017,Technical Assessor,2026-02-25,2026-02-26,19.0,Yes,3.2,3.2,3.2,3.8,3.35,Work sample evidence recorded against the controlled scoring key
INT-2026-1818,CAND-2026-3430,REQ-2026-SCM-G2,Structured Interview A,APD-INT-018,Hiring Manager,2026-02-27,2026-03-01,30.0,Yes,3.2,3.2,3.2,3.8,3.35,Behavioral evidence mapped to published BARS anchors
INT-2026-1819,CAND-2026-3430,REQ-2026-SCM-G2,Structured Interview B,APD-INT-019,Cross-functional Panelist,2026-03-01,2026-03-03,41.0,Yes,3.2,3.2,3.2,3.8,3.35,Independent follow-up evidence locked before panel release
INT-2026-1820,CAND-2026-3430,REQ-2026-SCM-G2,Calibration Review,APD-INT-020,Talent Acquisition Partner,2026-03-03,2026-03-04,15.0,Yes,3.2,3.2,3.2,3.8,3.35,Composite and decision evidence reviewed in calibration
INT-2026-1821,CAND-2026-3431,REQ-2026-SCM-G2,Work Sample Review,APD-INT-021,Technical Assessor,2026-03-04,2026-03-06,26.0,Yes,3.5,3.7,3.9,4.0,3.78,Work sample evidence recorded against the controlled scoring key
INT-2026-1822,CAND-2026-3431,REQ-2026-SCM-G2,Structured Interview A,APD-INT-022,Hiring Manager,2026-03-06,2026-03-08,37.0,Yes,3.5,3.7,3.9,4.0,3.78,Behavioral evidence mapped to published BARS anchors
INT-2026-1823,CAND-2026-3431,REQ-2026-SCM-G2,Structured Interview B,APD-INT-023,Cross-functional Panelist,2026-03-08,2026-03-10,48.0,Yes,3.5,3.7,3.9,4.0,3.78,Independent follow-up evidence locked before panel release
INT-2026-1824,CAND-2026-3431,REQ-2026-SCM-G2,Calibration Review,APD-INT-024,Talent Acquisition Partner,2026-03-10,2026-03-11,22.0,Yes,3.5,3.7,3.9,4.0,3.78,Composite and decision evidence reviewed in calibration
INT-2026-1825,CAND-2026-3432,REQ-2026-SCM-G2,Work Sample Review,APD-INT-025,Technical Assessor,2026-02-26,2026-02-28,33.0,Yes,3.8,3.1,3.6,3.1,3.40,Work sample evidence recorded against the controlled scoring key
INT-2026-1826,CAND-2026-3432,REQ-2026-SCM-G2,Structured Interview A,APD-INT-026,Hiring Manager,2026-02-28,2026-03-02,44.0,Yes,3.8,3.1,3.6,3.1,3.40,Behavioral evidence mapped to published BARS anchors
INT-2026-1827,CAND-2026-3432,REQ-2026-SCM-G2,Structured Interview B,APD-INT-027,Cross-functional Panelist,2026-03-02,2026-03-03,18.0,Yes,3.8,3.1,3.6,3.1,3.40,Independent follow-up evidence locked before panel release
INT-2026-1828,CAND-2026-3432,REQ-2026-SCM-G2,Calibration Review,APD-INT-028,Talent Acquisition Partner,2026-03-04,2026-03-06,29.0,Yes,3.8,3.1,3.6,3.1,3.40,Composite and decision evidence reviewed in calibration
INT-2026-1829,CAND-2026-3433,REQ-2026-SCM-G2,Work Sample Review,APD-INT-029,Technical Assessor,2026-03-05,2026-03-07,40.0,Yes,4.1,3.6,3.3,3.3,3.58,Work sample evidence recorded against the controlled scoring key
INT-2026-1830,CAND-2026-3433,REQ-2026-SCM-G2,Structured Interview A,APD-INT-030,Hiring Manager,2026-03-07,2026-03-08,14.0,Yes,4.1,3.6,3.3,3.3,3.58,Behavioral evidence mapped to published BARS anchors
INT-2026-1831,CAND-2026-3433,REQ-2026-SCM-G2,Structured Interview B,APD-INT-031,Cross-functional Panelist,2026-03-09,2026-03-11,25.0,Yes,4.1,3.6,3.3,3.3,3.58,Independent follow-up evidence locked before panel release
INT-2026-1832,CAND-2026-3433,REQ-2026-SCM-G2,Calibration Review,APD-INT-032,Talent Acquisition Partner,2026-03-11,2026-03-13,36.0,Yes,4.1,3.6,3.3,3.3,3.58,Composite and decision evidence reviewed in calibration
INT-2026-1833,CAND-2026-3434,REQ-2026-SCM-G2,Work Sample Review,APD-INT-033,Technical Assessor,2026-02-27,2026-03-01,47.0,Yes,3.4,4.1,4.0,3.5,3.75,Work sample evidence recorded against the controlled scoring key
INT-2026-1834,CAND-2026-3434,REQ-2026-SCM-G2,Structured Interview A,APD-INT-034,Hiring Manager,2026-03-01,2026-03-02,21.0,Yes,3.4,4.1,4.0,3.5,3.75,Behavioral evidence mapped to published BARS anchors
INT-2026-1835,CAND-2026-3434,REQ-2026-SCM-G2,Structured Interview B,APD-INT-035,Cross-functional Panelist,2026-03-03,2026-03-05,32.0,Yes,3.4,4.1,4.0,3.5,3.75,Independent follow-up evidence locked before panel release
INT-2026-1836,CAND-2026-3434,REQ-2026-SCM-G2,Calibration Review,APD-INT-036,Talent Acquisition Partner,2026-03-05,2026-03-07,43.0,Yes,3.4,4.1,4.0,3.5,3.75,Composite and decision evidence reviewed in calibration
INT-2026-1837,CAND-2026-3435,REQ-2026-SCM-G2,Work Sample Review,APD-INT-037,Technical Assessor,2026-03-06,2026-03-07,17.0,Yes,3.7,3.5,3.7,3.7,3.65,Work sample evidence recorded against the controlled scoring key
INT-2026-1838,CAND-2026-3435,REQ-2026-SCM-G2,Structured Interview A,APD-INT-038,Hiring Manager,2026-03-08,2026-03-11,51.0,No,3.7,3.5,3.7,3.7,3.65,Behavioral evidence mapped to published BARS anchors
INT-2026-1839,CAND-2026-3435,REQ-2026-SCM-G2,Structured Interview B,APD-INT-039,Cross-functional Panelist,2026-03-10,2026-03-13,58.0,No,3.7,3.5,3.7,3.7,3.65,Independent follow-up evidence locked before panel release
INT-2026-1840,CAND-2026-3435,REQ-2026-SCM-G2,Calibration Review,APD-INT-040,Talent Acquisition Partner,2026-03-12,2026-03-15,65.0,No,3.7,3.5,3.7,3.7,3.65,Composite and decision evidence reviewed in calibration
INT-2026-1841,CAND-2026-3436,REQ-2026-SCM-G2,Work Sample Review,APD-INT-041,Technical Assessor,2026-02-28,2026-03-03,72.0,No,4.0,4.0,3.4,3.9,3.83,Work sample evidence recorded against the controlled scoring key
INT-2026-1842,CAND-2026-3436,REQ-2026-SCM-G2,Structured Interview A,APD-INT-042,Hiring Manager,2026-03-02,2026-03-05,55.0,No,4.0,4.0,3.4,3.9,3.83,Behavioral evidence mapped to published BARS anchors
INT-2026-1843,CAND-2026-3436,REQ-2026-SCM-G2,Structured Interview B,APD-INT-043,Cross-functional Panelist,2026-03-04,2026-03-06,46.0,Yes,4.0,4.0,3.4,3.9,3.83,Independent follow-up evidence locked before panel release
INT-2026-1844,CAND-2026-3436,REQ-2026-SCM-G2,Calibration Review,APD-INT-044,Talent Acquisition Partner,2026-03-06,2026-03-07,20.0,Yes,4.0,4.0,3.4,3.9,3.83,Composite and decision evidence reviewed in calibration
INT-2026-1845,CAND-2026-3437,REQ-2026-SCM-G2,Work Sample Review,APD-INT-045,Technical Assessor,2026-03-07,2026-03-09,31.0,Yes,3.3,3.4,4.1,4.1,3.73,Work sample evidence recorded against the controlled scoring key
INT-2026-1846,CAND-2026-3437,REQ-2026-SCM-G2,Structured Interview A,APD-INT-046,Hiring Manager,2026-03-09,2026-03-11,42.0,Yes,3.3,3.4,4.1,4.1,3.73,Behavioral evidence mapped to published BARS anchors
INT-2026-1847,CAND-2026-3437,REQ-2026-SCM-G2,Structured Interview B,APD-INT-047,Cross-functional Panelist,2026-03-11,2026-03-12,16.0,Yes,3.3,3.4,4.1,4.1,3.73,Independent follow-up evidence locked before panel release
INT-2026-1848,CAND-2026-3437,REQ-2026-SCM-G2,Calibration Review,APD-INT-048,Talent Acquisition Partner,2026-03-13,2026-03-15,27.0,Yes,3.3,3.4,4.1,4.1,3.73,Composite and decision evidence reviewed in calibration
INT-2026-1849,CAND-2026-3438,REQ-2026-SCM-G2,Work Sample Review,APD-INT-049,Technical Assessor,2026-03-01,2026-03-03,38.0,Yes,3.6,3.9,3.8,3.2,3.63,Work sample evidence recorded against the controlled scoring key
INT-2026-1850,CAND-2026-3438,REQ-2026-SCM-G2,Structured Interview A,APD-INT-050,Hiring Manager,2026-03-03,2026-03-04,12.0,Yes,3.6,3.9,3.8,3.2,3.63,Behavioral evidence mapped to published BARS anchors
INT-2026-1851,CAND-2026-3438,REQ-2026-SCM-G2,Structured Interview B,APD-INT-051,Cross-functional Panelist,2026-03-05,2026-03-06,23.0,Yes,3.6,3.9,3.8,3.2,3.63,Independent follow-up evidence locked before panel release
INT-2026-1852,CAND-2026-3438,REQ-2026-SCM-G2,Calibration Review,APD-INT-052,Talent Acquisition Partner,2026-03-07,2026-03-09,34.0,Yes,3.6,3.9,3.8,3.2,3.63,Composite and decision evidence reviewed in calibration
INT-2026-1853,CAND-2026-3439,REQ-2026-SCM-G2,Work Sample Review,APD-INT-053,Technical Assessor,2026-02-23,2026-02-25,45.0,Yes,3.9,3.3,3.5,3.4,3.53,Work sample evidence recorded against the controlled scoring key
INT-2026-1854,CAND-2026-3439,REQ-2026-SCM-G2,Structured Interview A,APD-INT-054,Hiring Manager,2026-02-25,2026-02-26,19.0,Yes,3.9,3.3,3.5,3.4,3.53,Behavioral evidence mapped to published BARS anchors
INT-2026-1855,CAND-2026-3439,REQ-2026-SCM-G2,Structured Interview B,APD-INT-055,Cross-functional Panelist,2026-02-27,2026-03-01,30.0,Yes,3.9,3.3,3.5,3.4,3.53,Independent follow-up evidence locked before panel release
INT-2026-1856,CAND-2026-3439,REQ-2026-SCM-G2,Calibration Review,APD-INT-056,Talent Acquisition Partner,2026-03-01,2026-03-03,41.0,Yes,3.9,3.3,3.5,3.4,3.53,Composite and decision evidence reviewed in calibration
INT-2026-1857,CAND-2026-3440,REQ-2026-SCM-G2,Work Sample Review,APD-INT-057,Technical Assessor,2026-03-02,2026-03-03,15.0,Yes,3.2,3.8,3.2,3.6,3.45,Work sample evidence recorded against the controlled scoring key
INT-2026-1858,CAND-2026-3440,REQ-2026-SCM-G2,Structured Interview A,APD-INT-058,Hiring Manager,2026-03-04,2026-03-06,26.0,Yes,3.2,3.8,3.2,3.6,3.45,Behavioral evidence mapped to published BARS anchors
INT-2026-1859,CAND-2026-3440,REQ-2026-SCM-G2,Structured Interview B,APD-INT-059,Cross-functional Panelist,2026-03-06,2026-03-08,37.0,Yes,3.2,3.8,3.2,3.6,3.45,Independent follow-up evidence locked before panel release
INT-2026-1860,CAND-2026-3440,REQ-2026-SCM-G2,Calibration Review,APD-INT-060,Talent Acquisition Partner,2026-03-08,2026-03-10,48.0,Yes,3.2,3.8,3.2,3.6,3.45,Composite and decision evidence reviewed in calibration
INT-2026-1861,CAND-2026-3441,REQ-2026-SCM-G2,Work Sample Review,APD-INT-001,Technical Assessor,2026-02-24,2026-02-25,22.0,Yes,3.5,3.2,3.9,3.8,3.60,Work sample evidence recorded against the controlled scoring key
INT-2026-1862,CAND-2026-3441,REQ-2026-SCM-G2,Structured Interview A,APD-INT-002,Hiring Manager,2026-02-26,2026-02-28,33.0,Yes,3.5,3.2,3.9,3.8,3.60,Behavioral evidence mapped to published BARS anchors
INT-2026-1863,CAND-2026-3441,REQ-2026-SCM-G2,Structured Interview B,APD-INT-003,Cross-functional Panelist,2026-02-28,2026-03-02,44.0,Yes,3.5,3.2,3.9,3.8,3.60,Independent follow-up evidence locked before panel release
INT-2026-1864,CAND-2026-3441,REQ-2026-SCM-G2,Calibration Review,APD-INT-004,Talent Acquisition Partner,2026-03-02,2026-03-03,18.0,Yes,3.5,3.2,3.9,3.8,3.60,Composite and decision evidence reviewed in calibration
INT-2026-1865,CAND-2026-3442,REQ-2026-SCM-G2,Work Sample Review,APD-INT-005,Technical Assessor,2026-03-03,2026-03-05,29.0,Yes,3.8,3.7,3.6,4.0,3.78,Work sample evidence recorded against the controlled scoring key
INT-2026-1866,CAND-2026-3442,REQ-2026-SCM-G2,Structured Interview A,APD-INT-006,Hiring Manager,2026-03-05,2026-03-07,40.0,Yes,3.8,3.7,3.6,4.0,3.78,Behavioral evidence mapped to published BARS anchors
INT-2026-1867,CAND-2026-3442,REQ-2026-SCM-G2,Structured Interview B,APD-INT-007,Cross-functional Panelist,2026-03-07,2026-03-08,14.0,Yes,3.8,3.7,3.6,4.0,3.78,Independent follow-up evidence locked before panel release
INT-2026-1868,CAND-2026-3442,REQ-2026-SCM-G2,Calibration Review,APD-INT-008,Talent Acquisition Partner,2026-03-09,2026-03-11,25.0,Yes,3.8,3.7,3.6,4.0,3.78,Composite and decision evidence reviewed in calibration
